sketch_id,sketch_name,season,episode,category,category2,total_sentences,num_unique_emotions,emotion_sequence,emotion_string,emotion_counts
46,Qualstarr Trial,0,0,office,legal trial,92,10,neutral|neutral|curiosity|approval|neutral|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|amusement|anger|neutral|annoyance|sadness|neutral|neutral|neutral|annoyance|neutral|caring|neutral|neutral|curiosity|approval|neutral|approval|neutral|admiration|neutral|neutral|neutral|neutral|anger|anger|neutral|neutral|neutral|anger|neutral|sadness|sadness|sadness|sadness|sadness|amusement|sadness|anger|neutral|neutral|neutral|anger|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|realization|neutral|neutral|neutral|neutral|anger,neutral -> neutral -> curiosity -> approval -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> amusement -> anger -> neutral -> annoyance -> sadness -> neutral -> neutral -> neutral -> annoyance -> neutral -> caring -> neutral -> neutral -> curiosity -> approval -> neutral -> approval -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> anger -> anger -> neutral -> neutral -> neutral -> anger -> neutral -> sadness -> sadness -> sadness -> sadness -> sadness -> amusement -> sadness -> anger -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> realization -> neutral -> neutral -> neutral -> neutral -> anger,"{'neutral': 62, 'anger': 8, 'sadness': 7, 'approval': 4, 'curiosity': 3, 'annoyance': 3, 'amusement': 2, 'caring': 1, 'admiration': 1, 'realization': 1}"
47,Wife Joke,0,0,party,,100,15,neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|admiration|neutral|excitement|neutral|neutral|neutral|amusement|neutral|neutral|neutral|surprise|neutral|neutral|curiosity|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|confusion|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|caring|neutral|neutral|neutral|neutral|sadness|neutral|desire|neutral|neutral|anger|neutral|neutral|neutral|anger|admiration|neutral|admiration|curiosity|neutral|neutral|approval|admiration|optimism|admiration|love|neutral|love|love|neutral|disapproval|desire|love|neutral|amusement|neutral|neutral|disapproval|neutral|neutral|neutral|neutral|neutral|excitement|neutral,neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> admiration -> neutral -> excitement -> neutral -> neutral -> neutral -> amusement -> neutral -> neutral -> neutral -> surprise -> neutral -> neutral -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> caring -> neutral -> neutral -> neutral -> neutral -> sadness -> neutral -> desire -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> anger -> admiration -> neutral -> admiration -> curiosity -> neutral -> neutral -> approval -> admiration -> optimism -> admiration -> love -> neutral -> love -> love -> neutral -> disapproval -> desire -> love -> neutral -> amusement -> neutral -> neutral -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> excitement -> neutral,"{'neutral': 68, 'curiosity': 7, 'admiration': 5, 'love': 4, 'excitement': 2, 'anger': 2, 'amusement': 2, 'disapproval': 2, 'desire': 2, 'confusion': 1, 'surprise': 1, 'caring': 1, 'sadness': 1, 'optimism': 1, 'approval': 1}"
48,Friends Weekend,0,0,party,,70,16,confusion|neutral|neutral|neutral|curiosity|confusion|curiosity|neutral|amusement|amusement|gratitude|disgust|neutral|remorse|neutral|neutral|optimism|curiosity|curiosity|neutral|neutral|optimism|neutral|neutral|curiosity|disapproval|anger|anger|curiosity|neutral|curiosity|anger|neutral|neutral|neutral|confusion|neutral|neutral|curiosity|neutral|anger|neutral|neutral|neutral|fear|anger|neutral|neutral|approval|neutral|curiosity|caring|fear|neutral|approval|anger|neutral|anger|anger|anger|disapproval|neutral|disappointment|surprise|surprise|neutral|neutral|neutral|neutral|admiration,confusion -> neutral -> neutral -> neutral -> curiosity -> confusion -> curiosity -> neutral -> amusement -> amusement -> gratitude -> disgust -> neutral -> remorse -> neutral -> neutral -> optimism -> curiosity -> curiosity -> neutral -> neutral -> optimism -> neutral -> neutral -> curiosity -> disapproval -> anger -> anger -> curiosity -> neutral -> curiosity -> anger -> neutral -> neutral -> neutral -> confusion -> neutral -> neutral -> curiosity -> neutral -> anger -> neutral -> neutral -> neutral -> fear -> anger -> neutral -> neutral -> approval -> neutral -> curiosity -> caring -> fear -> neutral -> approval -> anger -> neutral -> anger -> anger -> anger -> disapproval -> neutral -> disappointment -> surprise -> surprise -> neutral -> neutral -> neutral -> neutral -> admiration,"{'neutral': 31, 'curiosity': 9, 'anger': 9, 'confusion': 3, 'optimism': 2, 'fear': 2, 'disapproval': 2, 'amusement': 2, 'surprise': 2, 'approval': 2, 'gratitude': 1, 'disgust': 1, 'remorse': 1, 'caring': 1, 'disappointment': 1, 'admiration': 1}"
49,Calico Cut Pants,0,0,office,commercial,192,14,neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|approval|remorse|neutral|neutral|disapproval|neutral|neutral|approval|approval|neutral|gratitude|disapproval|neutral|disapproval|disapproval|neutral|neutral|neutral|confusion|neutral|admiration|confusion|curiosity|neutral|neutral|curiosity|confusion|neutral|remorse|caring|neutral|neutral|neutral|curiosity|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|gratitude|neutral|disapproval|neutral|curiosity|neutral|disappointment|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|disapproval|neutral|approval|disapproval|neutral|caring|neutral|neutral|neutral|neutral|neutral|neutral|caring|neutral|admiration|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|confusion|neutral|remorse|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|surprise|neutral|neutral|neutral|disapproval|neutral|curiosity|anger|anger|neutral|neutral|curiosity|approval|confusion|disapproval|curiosity|disapproval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|anger|joy|neutral|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|desire|neutral|anger|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral,neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> remorse -> neutral -> neutral -> disapproval -> neutral -> neutral -> approval -> approval -> neutral -> gratitude -> disapproval -> neutral -> disapproval -> disapproval -> neutral -> neutral -> neutral -> confusion -> neutral -> admiration -> confusion -> curiosity -> neutral -> neutral -> curiosity -> confusion -> neutral -> remorse -> caring -> neutral -> neutral -> neutral -> curiosity -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> gratitude -> neutral -> disapproval -> neutral -> curiosity -> neutral -> disappointment -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> disapproval -> neutral -> approval -> disapproval -> neutral -> caring -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> caring -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> confusion -> neutral -> remorse -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> surprise -> neutral -> neutral -> neutral -> disapproval -> neutral -> curiosity -> anger -> anger -> neutral -> neutral -> curiosity -> approval -> confusion -> disapproval -> curiosity -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> joy -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> desire -> neutral -> anger -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral,"{'neutral': 134, 'curiosity': 16, 'disapproval': 11, 'approval': 8, 'confusion': 5, 'anger': 4, 'caring': 3, 'remorse': 3, 'gratitude': 2, 'admiration': 2, 'disappointment': 1, 'surprise': 1, 'joy': 1, 'desire': 1}"
50,Parking Lot,0,0,driving,,58,12,disapproval|neutral|neutral|neutral|curiosity|anger|neutral|neutral|neutral|neutral|anger|anger|neutral|curiosity|curiosity|neutral|neutral|anger|confusion|fear|curiosity|curiosity|neutral|neutral|approval|confusion|surprise|neutral|approval|sadness|approval|sadness|curiosity|disapproval|neutral|surprise|admiration|neutral|neutral|anger|disapproval|confusion|neutral|admiration|gratitude|neutral|admiration|gratitude|annoyance|neutral|anger|neutral|confusion|neutral|neutral|neutral|neutral|surprise,disapproval -> neutral -> neutral -> neutral -> curiosity -> anger -> neutral -> neutral -> neutral -> neutral -> anger -> anger -> neutral -> curiosity -> curiosity -> neutral -> neutral -> anger -> confusion -> fear -> curiosity -> curiosity -> neutral -> neutral -> approval -> confusion -> surprise -> neutral -> approval -> sadness -> approval -> sadness -> curiosity -> disapproval -> neutral -> surprise -> admiration -> neutral -> neutral -> anger -> disapproval -> confusion -> neutral -> admiration -> gratitude -> neutral -> admiration -> gratitude -> annoyance -> neutral -> anger -> neutral -> confusion -> neutral -> neutral -> neutral -> neutral -> surprise,"{'neutral': 24, 'curiosity': 6, 'anger': 6, 'confusion': 4, 'disapproval': 3, 'approval': 3, 'surprise': 3, 'admiration': 3, 'gratitude': 2, 'sadness': 2, 'fear': 1, 'annoyance': 1}"
51,Del Frisco’s Double Eagle,0,0,restaurant,office,111,13,neutral|neutral|neutral|neutral|curiosity|gratitude|disapproval|neutral|neutral|neutral|admiration|neutral|curiosity|neutral|neutral|curiosity|surprise|admiration|approval|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|love|neutral|neutral|neutral|neutral|admiration|neutral|neutral|neutral|admiration|neutral|gratitude|neutral|approval|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|disapproval|disapproval|disapproval|neutral|neutral|neutral|neutral|neutral|approval|neutral|neutral|approval|annoyance|approval|neutral|approval|disapproval|approval|annoyance|neutral|neutral|approval|curiosity|neutral|curiosity|neutral|neutral|neutral|annoyance|neutral|neutral|curiosity|anger|neutral|disapproval|anger|neutral|neutral|neutral|anger|anger|anger|neutral|anger|approval|disapproval|neutral|neutral|disapproval|neutral|remorse|disapproval|neutral|amusement|love|realization|neutral|neutral|neutral|neutral|neutral,neutral -> neutral -> neutral -> neutral -> curiosity -> gratitude -> disapproval -> neutral -> neutral -> neutral -> admiration -> neutral -> curiosity -> neutral -> neutral -> curiosity -> surprise -> admiration -> approval -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> love -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> admiration -> neutral -> gratitude -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> disapproval -> disapproval -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> approval -> annoyance -> approval -> neutral -> approval -> disapproval -> approval -> annoyance -> neutral -> neutral -> approval -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> curiosity -> anger -> neutral -> disapproval -> anger -> neutral -> neutral -> neutral -> anger -> anger -> anger -> neutral -> anger -> approval -> disapproval -> neutral -> neutral -> disapproval -> neutral -> remorse -> disapproval -> neutral -> amusement -> love -> realization -> neutral -> neutral -> neutral -> neutral -> neutral,"{'neutral': 64, 'approval': 10, 'disapproval': 9, 'curiosity': 7, 'anger': 6, 'admiration': 4, 'annoyance': 3, 'gratitude': 2, 'love': 2, 'surprise': 1, 'remorse': 1, 'amusement': 1, 'realization': 1}"
52,Joanie's Birthday,0,0,party,,118,19,neutral|neutral|love|neutral|neutral|excitement|surprise|neutral|neutral|amusement|neutral|admiration|curiosity|love|realization|neutral|neutral|surprise|neutral|amusement|neutral|neutral|realization|realization|desire|surprise|anger|anger|anger|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|approval|neutral|approval|neutral|neutral|neutral|disapproval|amusement|neutral|neutral|approval|sadness|curiosity|neutral|neutral|approval|disgust|neutral|neutral|approval|anger|confusion|disapproval|confusion|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|surprise|remorse|neutral|curiosity|neutral|disappointment|neutral|neutral|neutral|neutral|approval|approval|remorse|optimism|approval|anger|curiosity|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|love|admiration|approval|gratitude|admiration|gratitude|gratitude|curiosity|anger|neutral|anger|disapproval|neutral|neutral|neutral|admiration|surprise,neutral -> neutral -> love -> neutral -> neutral -> excitement -> surprise -> neutral -> neutral -> amusement -> neutral -> admiration -> curiosity -> love -> realization -> neutral -> neutral -> surprise -> neutral -> amusement -> neutral -> neutral -> realization -> realization -> desire -> surprise -> anger -> anger -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> approval -> neutral -> approval -> neutral -> neutral -> neutral -> disapproval -> amusement -> neutral -> neutral -> approval -> sadness -> curiosity -> neutral -> neutral -> approval -> disgust -> neutral -> neutral -> approval -> anger -> confusion -> disapproval -> confusion -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> remorse -> neutral -> curiosity -> neutral -> disappointment -> neutral -> neutral -> neutral -> neutral -> approval -> approval -> remorse -> optimism -> approval -> anger -> curiosity -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> love -> admiration -> approval -> gratitude -> admiration -> gratitude -> gratitude -> curiosity -> anger -> neutral -> anger -> disapproval -> neutral -> neutral -> neutral -> admiration -> surprise,"{'neutral': 61, 'approval': 9, 'curiosity': 7, 'anger': 7, 'surprise': 5, 'admiration': 4, 'love': 3, 'gratitude': 3, 'amusement': 3, 'realization': 3, 'disapproval': 3, 'confusion': 2, 'remorse': 2, 'excitement': 1, 'desire': 1, 'disgust': 1, 'sadness': 1, 'disappointment': 1, 'optimism': 1}"
53,Dave Campor,0,0,commercial,,11,8,curiosity|caring|approval|neutral|neutral|optimism|sadness|neutral|admiration|joy|neutral,curiosity -> caring -> approval -> neutral -> neutral -> optimism -> sadness -> neutral -> admiration -> joy -> neutral,"{'neutral': 4, 'curiosity': 1, 'caring': 1, 'approval': 1, 'optimism': 1, 'sadness': 1, 'admiration': 1, 'joy': 1}"
54,Mars Restaurant,0,0,dating,restaurant,137,19,surprise|admiration|admiration|confusion|neutral|neutral|neutral|fear|joy|admiration|neutral|neutral|anger|neutral|neutral|admiration|neutral|neutral|neutral|neutral|amusement|joy|neutral|neutral|neutral|neutral|caring|neutral|anger|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|admiration|anger|surprise|desire|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|disapproval|approval|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|approval|remorse|realization|approval|neutral|sadness|neutral|curiosity|neutral|neutral|curiosity|neutral|neutral|love|neutral|curiosity|neutral|remorse|neutral|curiosity|neutral|surprise|sadness|disapproval|neutral|neutral|neutral|neutral|amusement|annoyance|neutral|sadness|neutral|neutral|curiosity|neutral|neutral|disapproval|disapproval|neutral|neutral|confusion|neutral|approval|neutral|joy|neutral|admiration|admiration|remorse|anger|neutral|neutral|approval|neutral|approval|admiration|disappointment|approval|approval|admiration|curiosity|neutral|neutral|neutral|approval|admiration|neutral|neutral|approval,surprise -> admiration -> admiration -> confusion -> neutral -> neutral -> neutral -> fear -> joy -> admiration -> neutral -> neutral -> anger -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> amusement -> joy -> neutral -> neutral -> neutral -> neutral -> caring -> neutral -> anger -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> anger -> surprise -> desire -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> approval -> remorse -> realization -> approval -> neutral -> sadness -> neutral -> curiosity -> neutral -> neutral -> curiosity -> neutral -> neutral -> love -> neutral -> curiosity -> neutral -> remorse -> neutral -> curiosity -> neutral -> surprise -> sadness -> disapproval -> neutral -> neutral -> neutral -> neutral -> amusement -> annoyance -> neutral -> sadness -> neutral -> neutral -> curiosity -> neutral -> neutral -> disapproval -> disapproval -> neutral -> neutral -> confusion -> neutral -> approval -> neutral -> joy -> neutral -> admiration -> admiration -> remorse -> anger -> neutral -> neutral -> approval -> neutral -> approval -> admiration -> disappointment -> approval -> approval -> admiration -> curiosity -> neutral -> neutral -> neutral -> approval -> admiration -> neutral -> neutral -> approval,"{'neutral': 78, 'approval': 10, 'admiration': 10, 'curiosity': 8, 'anger': 4, 'disapproval': 4, 'surprise': 3, 'sadness': 3, 'remorse': 3, 'joy': 3, 'confusion': 2, 'amusement': 2, 'desire': 1, 'fear': 1, 'caring': 1, 'realization': 1, 'love': 1, 'annoyance': 1, 'disappointment': 1}"
55,Dave Suit,0,0,office,,55,10,anger|neutral|neutral|curiosity|anger|neutral|anger|neutral|curiosity|confusion|embarrassment|neutral|neutral|neutral|neutral|neutral|neutral|surprise|curiosity|curiosity|neutral|neutral|fear|disapproval|neutral|anger|neutral|annoyance|neutral|neutral|neutral|neutral|neutral|curiosity|anger|neutral|neutral|neutral|disapproval|disapproval|neutral|neutral|neutral|neutral|neutral|curiosity|confusion|approval|neutral|neutral|neutral|confusion|curiosity|neutral|neutral,anger -> neutral -> neutral -> curiosity -> anger -> neutral -> anger -> neutral -> curiosity -> confusion -> embarrassment -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> curiosity -> curiosity -> neutral -> neutral -> fear -> disapproval -> neutral -> anger -> neutral -> annoyance -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> anger -> neutral -> neutral -> neutral -> disapproval -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> confusion -> approval -> neutral -> neutral -> neutral -> confusion -> curiosity -> neutral -> neutral,"{'neutral': 32, 'curiosity': 7, 'anger': 5, 'confusion': 3, 'disapproval': 3, 'embarrassment': 1, 'surprise': 1, 'fear': 1, 'annoyance': 1, 'approval': 1}"
56,Driver's Ed,0,0,class,,95,15,neutral|fear|neutral|neutral|neutral|disapproval|neutral|approval|neutral|neutral|neutral|anger|disgust|surprise|anger|disgust|neutral|neutral|confusion|neutral|neutral|neutral|disappointment|curiosity|surprise|surprise|neutral|curiosity|neutral|curiosity|neutral|confusion|neutral|confusion|disapproval|neutral|curiosity|neutral|neutral|disapproval|neutral|approval|neutral|neutral|curiosity|neutral|neutral|curiosity|neutral|neutral|neutral|disgust|embarrassment|anger|neutral|fear|anger|anger|disgust|surprise|excitement|curiosity|curiosity|neutral|curiosity|neutral|neutral|neutral|neutral|confusion|neutral|confusion|neutral|disgust|anger|anger|neutral|curiosity|neutral|neutral|anger|anger|annoyance|neutral|neutral|neutral|caring|surprise|anger|sadness|curiosity|curiosity|neutral|neutral|neutral,neutral -> fear -> neutral -> neutral -> neutral -> disapproval -> neutral -> approval -> neutral -> neutral -> neutral -> anger -> disgust -> surprise -> anger -> disgust -> neutral -> neutral -> confusion -> neutral -> neutral -> neutral -> disappointment -> curiosity -> surprise -> surprise -> neutral -> curiosity -> neutral -> curiosity -> neutral -> confusion -> neutral -> confusion -> disapproval -> neutral -> curiosity -> neutral -> neutral -> disapproval -> neutral -> approval -> neutral -> neutral -> curiosity -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> disgust -> embarrassment -> anger -> neutral -> fear -> anger -> anger -> disgust -> surprise -> excitement -> curiosity -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> confusion -> neutral -> confusion -> neutral -> disgust -> anger -> anger -> neutral -> curiosity -> neutral -> neutral -> anger -> anger -> annoyance -> neutral -> neutral -> neutral -> caring -> surprise -> anger -> sadness -> curiosity -> curiosity -> neutral -> neutral -> neutral,"{'neutral': 45, 'curiosity': 12, 'anger': 10, 'surprise': 5, 'disgust': 5, 'confusion': 5, 'disapproval': 3, 'approval': 2, 'fear': 2, 'disappointment': 1, 'embarrassment': 1, 'excitement': 1, 'annoyance': 1, 'caring': 1, 'sadness': 1}"
57,Tammy Craps,0,0,commercial,,49,10,neutral|curiosity|neutral|neutral|confusion|neutral|neutral|love|neutral|love|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|curiosity|neutral|neutral|remorse|neutral|neutral|neutral|neutral|admiration|neutral|neutral|neutral|caring|neutral|neutral|neutral|neutral|optimism|neutral|fear|fear|admiration,neutral -> curiosity -> neutral -> neutral -> confusion -> neutral -> neutral -> love -> neutral -> love -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> curiosity -> neutral -> neutral -> remorse -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> caring -> neutral -> neutral -> neutral -> neutral -> optimism -> neutral -> fear -> fear -> admiration,"{'neutral': 35, 'curiosity': 3, 'love': 2, 'admiration': 2, 'fear': 2, 'confusion': 1, 'remorse': 1, 'approval': 1, 'caring': 1, 'optimism': 1}"
58,Big Wave,0,0,office,,80,14,neutral|curiosity|admiration|admiration|admiration|neutral|neutral|sadness|surprise|surprise|neutral|neutral|neutral|admiration|neutral|approval|neutral|approval|neutral|neutral|neutral|neutral|joy|neutral|neutral|admiration|neutral|neutral|neutral|neutral|neutral|neutral|admiration|neutral|surprise|admiration|excitement|neutral|neutral|excitement|anger|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|anger|curiosity|neutral|neutral|curiosity|amusement|neutral|approval|sadness|fear|neutral|neutral|neutral|curiosity|neutral|neutral|annoyance|neutral|amusement|sadness|neutral|neutral|neutral|curiosity|neutral|confusion|neutral|disapproval|approval|admiration,neutral -> curiosity -> admiration -> admiration -> admiration -> neutral -> neutral -> sadness -> surprise -> surprise -> neutral -> neutral -> neutral -> admiration -> neutral -> approval -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> joy -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> surprise -> admiration -> excitement -> neutral -> neutral -> excitement -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> anger -> curiosity -> neutral -> neutral -> curiosity -> amusement -> neutral -> approval -> sadness -> fear -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> annoyance -> neutral -> amusement -> sadness -> neutral -> neutral -> neutral -> curiosity -> neutral -> confusion -> neutral -> disapproval -> approval -> admiration,"{'neutral': 45, 'admiration': 8, 'curiosity': 6, 'approval': 4, 'sadness': 3, 'surprise': 3, 'excitement': 2, 'anger': 2, 'amusement': 2, 'joy': 1, 'fear': 1, 'annoyance': 1, 'confusion': 1, 'disapproval': 1}"
59,Claire's,0,0,kids,,67,18,neutral|neutral|neutral|fear|neutral|neutral|admiration|neutral|gratitude|excitement|nervousness|disapproval|desire|nervousness|disgust|neutral|admiration|caring|neutral|desire|nervousness|caring|neutral|neutral|admiration|neutral|admiration|neutral|approval|neutral|fear|neutral|annoyance|approval|anger|neutral|disappointment|neutral|neutral|curiosity|approval|neutral|neutral|approval|neutral|anger|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|disappointment|neutral|neutral|disappointment|neutral|neutral|caring|amusement|amusement|joy|sadness|amusement|admiration,neutral -> neutral -> neutral -> fear -> neutral -> neutral -> admiration -> neutral -> gratitude -> excitement -> nervousness -> disapproval -> desire -> nervousness -> disgust -> neutral -> admiration -> caring -> neutral -> desire -> nervousness -> caring -> neutral -> neutral -> admiration -> neutral -> admiration -> neutral -> approval -> neutral -> fear -> neutral -> annoyance -> approval -> anger -> neutral -> disappointment -> neutral -> neutral -> curiosity -> approval -> neutral -> neutral -> approval -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> disappointment -> neutral -> neutral -> disappointment -> neutral -> neutral -> caring -> amusement -> amusement -> joy -> sadness -> amusement -> admiration,"{'neutral': 32, 'admiration': 5, 'approval': 4, 'disappointment': 3, 'caring': 3, 'nervousness': 3, 'amusement': 3, 'fear': 2, 'anger': 2, 'desire': 2, 'disgust': 1, 'disapproval': 1, 'gratitude': 1, 'excitement': 1, 'annoyance': 1, 'curiosity': 1, 'joy': 1, 'sadness': 1}"
60,Barley Tonight,0,0,reality tv,,66,13,neutral|neutral|disapproval|curiosity|excitement|curiosity|curiosity|neutral|disapproval|neutral|neutral|curiosity|neutral|confusion|neutral|neutral|neutral|anger|caring|confusion|neutral|neutral|disapproval|approval|anger|neutral|desire|neutral|neutral|neutral|neutral|caring|neutral|neutral|neutral|neutral|neutral|neutral|neutral|love|neutral|curiosity|neutral|neutral|neutral|neutral|admiration|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|caring|approval|neutral|embarrassment|sadness|neutral|neutral|neutral|neutral|neutral|love,neutral -> neutral -> disapproval -> curiosity -> excitement -> curiosity -> curiosity -> neutral -> disapproval -> neutral -> neutral -> curiosity -> neutral -> confusion -> neutral -> neutral -> neutral -> anger -> caring -> confusion -> neutral -> neutral -> disapproval -> approval -> anger -> neutral -> desire -> neutral -> neutral -> neutral -> neutral -> caring -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> love -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> caring -> approval -> neutral -> embarrassment -> sadness -> neutral -> neutral -> neutral -> neutral -> neutral -> love,"{'neutral': 42, 'curiosity': 5, 'disapproval': 3, 'caring': 3, 'confusion': 2, 'approval': 2, 'anger': 2, 'love': 2, 'excitement': 1, 'desire': 1, 'admiration': 1, 'embarrassment': 1, 'sadness': 1}"
